Polyjuice,48,1,759.8216,0.09130478
Polyjuice,48,2,927.5977999999999,0.09675956
Polyjuice,48,4,323.76519999999994,0.5312238
Polyjuice,48,8,825.0024000000001,0.23728439999999998
Polyjuice,48,16,6917.273999999999,0.05161059999999999
Polyjuice,48,48,742785.4,4.4448580000000005e-05
Silo,48,1,34720.03999999999,0.412547
Silo,48,2,67391.54,0.3620074
Silo,48,4,128065.0,0.3052954
Silo,48,8,247839.2,0.23641299999999998
Silo,48,16,438173.6,0.1368706
Silo,48,48,821921.2,3.629238e-05
2PL,48,1,2721.804,0.0
2PL,48,2,6070.81,0.0
2PL,48,4,12209.001999999999,0.0
2PL,48,8,11924.014000000001,0.0
2PL,48,16,6307.139999999999,3.06014e-06
2PL,48,48,583251.4,3.441394e-08
